fuente,categoria,nombre,imagen_url,mean_R,mean_G,mean_B,mean_L,mean_a,mean_b,contrast_L
OpenFoodFacts,Bebidas,Sidi Ali,https://images.openfoodfacts.org/images/products/611/103/500/0430/front_en.104.400.jpg,119.5029,117.6263,113.4428,49.1432,0.5816,2.6858,16.1946
OpenFoodFacts,Bebidas,Eau minérale naturelle,https://images.openfoodfacts.org/images/products/611/103/500/0058/front_en.134.400.jpg,140.9316,130.0501,112.8634,54.2951,1.989,11.159,20.4736
OpenFoodFacts,Bebidas,Sidi Ali,https://images.openfoodfacts.org/images/products/611/103/500/2175/front_fr.118.400.jpg,118.2151,117.3915,113.6259,48.7011,0.4557,2.7913,20.5026
OpenFoodFacts,Bebidas,Eau De Source,https://images.openfoodfacts.org/images/products/327/408/000/5003/front_en.797.400.jpg,198.9857,206.8748,219.9122,82.6964,0.8382,-7.373,16.0762
OpenFoodFacts,Bebidas,Ain Saïss,https://images.openfoodfacts.org/images/products/611/112/800/0071/front_fr.62.400.jpg,131.4219,117.5709,106.1947,50.0312,3.7015,8.2388,15.2594
OpenFoodFacts,Bebidas,اكوافينا,https://images.openfoodfacts.org/images/products/611/125/242/1568/front_en.62.400.jpg,97.7479,88.7498,82.5669,37.9918,3.9595,4.8396,18.5336
OpenFoodFacts,Bebidas,6111035000027,https://images.openfoodfacts.org/images/products/611/103/500/0027/front_en.59.400.jpg,184.207,184.5561,177.6528,74.7183,-1.1245,3.463,8.8759
OpenFoodFacts,Bebidas,Eau minéral naturelle,https://images.openfoodfacts.org/images/products/611/103/550/2828/front_fr.3.400.jpg,112.4437,124.8468,141.1433,50.989,-0.7266,-10.2971,22.4719
OpenFoodFacts,Bebidas,Cocacola original taste,https://images.openfoodfacts.org/images/products/544/900/005/4227/front_en.406.400.jpg,144.0802,119.8859,118.1291,51.7487,9.4683,6.7374,34.3734
OpenFoodFacts,Bebidas,اكوافينا,https://images.openfoodfacts.org/images/products/611/125/242/1582/front_ar.34.400.jpg,120.7706,126.3463,135.5382,52.4563,2.5695,-5.7493,20.6231
OpenFoodFacts,Bebidas,Oulmes natural carbonated water,https://images.openfoodfacts.org/images/products/611/103/500/3035/front_en.61.400.jpg,53.5826,65.7126,86.9585,27.121,2.1808,-14.553,16.9568
OpenFoodFacts,Bebidas,Cappy PULPY,https://images.openfoodfacts.org/images/products/544/900/014/7417/front_en.73.400.jpg,122.5399,106.4333,77.3686,44.9735,4.0491,17.0028,26.2252
OpenFoodFacts,Bebidas,Geröstete Mandel Ohne Zucker,https://images.openfoodfacts.org/images/products/541/118/811/2709/front_en.927.400.jpg,179.9113,159.3025,144.6157,66.4733,6.7404,11.1703,25.1387
OpenFoodFacts,Bebidas,Ciel 33cl,https://images.openfoodfacts.org/images/products/000/004/210/4964/front_en.36.400.jpg,126.0739,137.6898,142.6991,56.5723,-0.3032,-3.3113,18.1192
OpenFoodFacts,Bebidas,Ain Atlas,https://images.openfoodfacts.org/images/products/611/103/500/1659/front_fr.21.400.jpg,134.0716,113.8924,99.8879,49.507,6.5952,11.3671,14.9428
OpenFoodFacts,Bebidas,Ciel,https://images.openfoodfacts.org/images/products/544/900/006/1515/front_fr.46.400.jpg,131.4037,117.231,98.9701,50.0558,4.567,12.1472,16.5022
OpenFoodFacts,Bebidas,Ain Saiss Eau Minerale Naturelle,https://images.openfoodfacts.org/images/products/611/112/800/0163/front_fr.63.400.jpg,143.0768,125.9626,115.3812,53.4441,5.2085,7.7317,18.6998
OpenFoodFacts,Bebidas,Coke Zero,https://images.openfoodfacts.org/images/products/544/900/021/4799/front_en.363.400.jpg,116.3763,64.3398,71.5976,34.1643,22.9644,7.7264,20.2544
OpenFoodFacts,Bebidas,ain saiss 50cl,https://images.openfoodfacts.org/images/products/611/112/800/0088/front_fr.34.400.jpg,54.9962,43.2608,34.3803,17.8861,4.0984,6.8374,18.9056
OpenFoodFacts,Bebidas,كيفير,https://images.openfoodfacts.org/images/products/611/126/696/3207/front_en.42.400.jpg,80.755,75.0074,77.2042,31.7638,4.1275,-0.3381,23.2535
OpenFoodFacts,Bebidas,Coca-Cola,https://images.openfoodfacts.org/images/products/544/900/021/4911/front_fr.293.400.jpg,134.5866,120.5759,111.8595,51.2731,4.0937,7.0343,19.4616
OpenFoodFacts,Bebidas,Jamila رايبي,https://images.openfoodfacts.org/images/products/611/103/200/6619/front_fr.69.400.jpg,130.8731,108.2552,132.7587,49.1572,16.1398,-7.8403,21.3114
OpenFoodFacts,Bebidas,Ain Atlas,https://images.openfoodfacts.org/images/products/611/103/500/1635/front_en.38.400.jpg,62.1738,92.3827,69.0347,34.9078,-16.1439,9.8252,25.4268
OpenFoodFacts,Bebidas,CRISTALINE Eau De Source 0.5L,https://images.openfoodfacts.org/images/products/326/884/000/1008/front_fr.422.400.jpg,206.5763,209.2655,220.4481,83.6043,1.9304,-6.2007,19.771
OpenFoodFacts,Bebidas,kéfir nature b6 b12  699g,https://images.openfoodfacts.org/images/products/842/075/601/0320/front_fr.27.400.jpg,163.0807,147.851,142.8032,62.3198,5.6255,5.5318,17.4418
OpenFoodFacts,Bebidas,Aïn Atlas 50cl,https://images.openfoodfacts.org/images/products/611/103/500/1673/front_fr.3.400.jpg,129.8537,132.8898,133.3285,55.0121,-0.6493,-0.4219,14.0897
OpenFoodFacts,Bebidas,Nescafé Classic,https://images.openfoodfacts.org/images/products/611/101/890/3161/front_fr.48.400.jpg,156.7988,123.604,110.2985,54.6229,11.5376,14.1588,23.9843
OpenFoodFacts,Bebidas,Hafer Milch,https://images.openfoodfacts.org/images/products/541/118/812/4689/front_en.455.400.jpg,150.7856,138.8232,134.1662,58.3734,5.4678,4.7707,20.4524
OpenFoodFacts,Bebidas,BjORG AMANDE ALMOND SANS SUCRE- NO SUGAR,https://images.openfoodfacts.org/images/products/322/982/078/7015/front_en.165.400.jpg,151.702,155.0542,127.797,62.8566,-3.0614,14.3027,26.3014
OpenFoodFacts,Bebidas,Eau,https://images.openfoodfacts.org/images/products/611/125/142/0166/front_en.51.400.jpg,119.9089,123.6484,116.9553,51.2539,-1.8689,3.1705,14.2342
OpenFoodFacts,Bebidas,Coca-Cola Original Taste,https://images.openfoodfacts.org/images/products/544/900/000/0996/front_en.1035.400.jpg,158.7922,82.3832,69.7711,45.8516,28.4642,24.9221,21.31
OpenFoodFacts,Bebidas,Avoine - Boisson biologique,https://images.openfoodfacts.org/images/products/322/982/079/2132/front_fr.178.400.jpg,200.994,185.9144,156.5745,75.9923,2.319,16.6786,17.8539
OpenFoodFacts,Bebidas,"Alpro Mandeldrink, Original 1L",https://images.openfoodfacts.org/images/products/541/118/811/0835/front_en.669.400.jpg,128.2551,117.2196,106.5704,49.3845,3.5927,7.4337,21.9115
OpenFoodFacts,Bebidas,RICORE Original,https://images.openfoodfacts.org/images/products/303/371/007/3467/front_en.330.400.jpg,100.1618,87.0236,65.2349,36.8777,3.2874,13.4035,23.3963
OpenFoodFacts,Bebidas,Oulmes Eau Gazeuse,https://images.openfoodfacts.org/images/products/611/103/500/3004/front_fr.12.400.jpg,87.6054,79.4565,74.2547,33.7451,3.2818,3.9608,19.4068
OpenFoodFacts,Bebidas,Coca Cola Original taste,https://images.openfoodfacts.org/images/products/544/900/000/0439/front_en.292.400.jpg,141.4881,110.6187,114.2583,49.4697,11.8758,6.2033,39.4075
OpenFoodFacts,Bebidas,S. Pellegrino Water,https://images.openfoodfacts.org/images/products/800/227/001/4901/front_en.304.400.jpg,182.9438,207.9711,188.1133,81.0085,-11.7584,7.5017,17.64
OpenFoodFacts,Bebidas,LBEN CARTON PASTEURISER,https://images.openfoodfacts.org/images/products/611/124/210/1050/front_fr.39.400.jpg,166.652,145.3608,129.2744,61.7022,6.1741,11.9869,14.8604
OpenFoodFacts,Bebidas,Aquafina 50cl,https://images.openfoodfacts.org/images/products/611/125/242/1575/front_fr.19.400.jpg,129.4978,132.2121,132.7955,54.5091,1.0339,-0.6587,21.7811
OpenFoodFacts,Bebidas,La salvetat,https://images.openfoodfacts.org/images/products/306/832/012/3264/front_fr.100.400.jpg,139.5642,181.0745,136.9885,69.9794,-16.3706,14.6471,22.5687
OpenFoodFacts,Bebidas,Hawai Tropical,https://images.openfoodfacts.org/images/products/544/900/003/6872/front_en.44.400.jpg,136.8651,132.6915,126.04,56.1734,4.13,5.849,14.2672
OpenFoodFacts,Bebidas,1848 Chocolat en poudre,https://images.openfoodfacts.org/images/products/000/001/625/6866/front_fr.105.400.jpg,135.8238,113.2458,93.4502,48.2319,6.6826,15.0666,27.554
OpenFoodFacts,Bebidas,Eau Minérale Naturelle,https://images.openfoodfacts.org/images/products/305/764/025/7773/front_en.343.400.jpg,107.4973,103.7546,92.5339,42.6993,-0.7408,6.7038,24.5843
OpenFoodFacts,Bebidas,Boisson à l’avoine,https://images.openfoodfacts.org/images/products/541/118/811/5366/front_en.270.400.jpg,154.9135,146.1308,125.5981,60.5863,1.1777,11.9572,17.7022
OpenFoodFacts,Bebidas,Green Tea,https://images.openfoodfacts.org/images/products/692/381/881/2082/front_en.5.400.jpg,121.2714,103.1472,70.3461,43.5129,2.9716,21.131,25.7864
OpenFoodFacts,Bebidas,kéfir 500g,https://images.openfoodfacts.org/images/products/842/489/360/0352/front_fr.10.400.jpg,124.8958,105.9314,102.8504,45.0845,7.2911,4.6688,28.5982
OpenFoodFacts,Bebidas,raibi jaoda,https://images.openfoodfacts.org/images/products/611/124/210/0930/front_fr.48.400.jpg,152.2864,105.227,115.9614,49.9419,20.3437,3.3168,19.1619
OpenFoodFacts,Bebidas,Ricoré original,https://images.openfoodfacts.org/images/products/761/303/567/6497/front_en.258.400.jpg,147.9786,122.1818,86.7482,52.0039,5.7719,22.7478,24.1891
OpenFoodFacts,Bebidas,pulco,https://images.openfoodfacts.org/images/products/322/535/000/0501/front_fr.168.400.jpg,172.4244,159.0081,130.0203,65.664,0.7677,17.06,16.3841
OpenFoodFacts,Bebidas,Chicorée soluble nature,https://images.openfoodfacts.org/images/products/306/714/001/3120/front_en.274.400.jpg,140.564,94.843,92.2704,45.5437,17.6537,11.5559,21.6874
OpenFoodFacts,Bebidas,Nesquik,https://images.openfoodfacts.org/images/products/844/529/013/3403/front_fr.138.400.jpg,208.4053,192.4144,64.6783,76.9569,-7.1796,60.745,16.7154
OpenFoodFacts,Bebidas,Aïn Soltane,https://images.openfoodfacts.org/images/products/611/124/836/0130/front_fr.52.400.jpg,139.8975,116.1009,118.4938,51.5671,10.7252,4.7408,25.3984
OpenFoodFacts,Bebidas,Bio Almond Drink No Sugars,https://images.openfoodfacts.org/images/products/405/648/934/6357/front_en.327.400.jpg,119.5309,112.6038,104.5158,46.9505,1.718,5.8957,25.5017
OpenFoodFacts,Bebidas,Eau de table,https://images.openfoodfacts.org/images/products/544/900/020/6770/front_fr.4.400.jpg,97.4278,128.9211,146.0496,51.6683,-1.1419,-12.0276,29.6745
OpenFoodFacts,Bebidas,Cocacola zero sugar,https://images.openfoodfacts.org/images/products/544/900/013/3328/front_fr.286.400.jpg,149.3087,129.0299,127.9332,55.2913,7.9362,4.6212,24.4988
OpenFoodFacts,Bebidas,العين,https://images.openfoodfacts.org/images/products/611/127/180/0054/front_ar.5.400.jpg,154.0377,155.4436,156.6393,63.7144,0.7317,-0.6723,19.5495
OpenFoodFacts,Bebidas,Eau minérale naturelle gazeuse,https://images.openfoodfacts.org/images/products/611/103/550/2941/front_fr.3.400.jpg,134.3526,134.5286,160.8791,56.6734,9.2646,-14.1955,24.8903
OpenFoodFacts,Bebidas,Le Choco,https://images.openfoodfacts.org/images/products/303/371/006/5783/front_fr.273.400.jpg,123.9076,89.7384,74.6,40.3905,14.1153,15.0166,31.2845
OpenFoodFacts,Bebidas,"Bahia, Eau De Table",https://images.openfoodfacts.org/images/products/611/103/500/3509/front_fr.29.400.jpg,145.4975,131.5443,131.8174,55.5087,6.2582,2.44,23.7698
OpenFoodFacts,Bebidas,Coca-Cola Zero Sugar,https://images.openfoodfacts.org/images/products/544/900/013/1805/front_en.687.400.jpg,124.8078,82.9476,73.7426,39.8732,15.6349,14.3602,24.007
OpenFoodFacts,Bebidas,Amande,https://images.openfoodfacts.org/images/products/322/982/078/7008/front_fr.172.400.jpg,182.089,168.236,159.1921,70.3193,7.299,7.1448,20.3802
OpenFoodFacts,Bebidas,chocolat en poudre,https://images.openfoodfacts.org/images/products/366/434/630/6027/front_fr.144.400.jpg,122.3075,104.2307,85.4731,44.3331,4.6544,13.6073,24.7003
OpenFoodFacts,Bebidas,Eau minérale naturelle,https://images.openfoodfacts.org/images/products/325/797/130/9114/front_fr.68.400.jpg,155.1103,154.8936,159.616,63.4668,2.5829,-2.7782,22.9462
OpenFoodFacts,Bebidas,Coco Délicieuse et Tropicale,https://images.openfoodfacts.org/images/products/541/118/811/6592/front_en.405.400.jpg,165.4445,163.6474,160.8618,66.9173,0.4878,1.6237,16.9862
OpenFoodFacts,Bebidas,Ice Tea Pêche,https://images.openfoodfacts.org/images/products/316/893/015/9896/front_fr.136.400.jpg,208.4297,158.017,63.0423,69.8109,11.1057,51.2549,19.484
OpenFoodFacts,Bebidas,Original Taste,https://images.openfoodfacts.org/images/products/000/005/449/1472/front_en.694.400.jpg,122.6763,104.7958,108.613,44.5037,7.9343,1.6777,34.1238
OpenFoodFacts,Bebidas,Lait de coco,https://images.openfoodfacts.org/images/products/888/630/321/0238/front_en.98.400.jpg,104.9271,113.245,118.6418,46.8734,-0.1366,-3.4963,19.1098
OpenFoodFacts,Bebidas,Coca-Cola Zero 500ml черная крышка,https://images.openfoodfacts.org/images/products/544/900/013/1836/front_en.650.400.jpg,139.0125,126.1655,118.8778,52.2708,3.8768,5.9598,30.307
OpenFoodFacts,Bebidas,press up jaouda petit orange,https://images.openfoodfacts.org/images/products/611/126/696/2910/front_fr.21.400.jpg,107.7653,108.0483,103.3719,45.597,1.2258,4.325,20.7079
OpenFoodFacts,Bebidas,برس اب الخوخ جودة 1لتر,https://images.openfoodfacts.org/images/products/611/124/210/4198/front_fr.52.400.jpg,128.3102,124.7746,118.5186,52.0176,0.4047,4.0731,16.494
OpenFoodFacts,Bebidas,Leben,https://images.openfoodfacts.org/images/products/611/124/210/4556/front_fr.39.400.jpg,94.427,107.8922,100.3489,43.6616,-5.1545,3.1409,23.2859
OpenFoodFacts,Bebidas,"Chicorée & Café, RICORÉ® L'Original, Boîte de 260g",https://images.openfoodfacts.org/images/products/761/303/265/5495/front_fr.351.400.jpg,205.1679,180.9316,120.8569,73.8293,2.6962,32.5276,28.5302
OpenFoodFacts,Bebidas,Eau minérale naturelle,https://images.openfoodfacts.org/images/products/306/832/012/0256/front_en.61.400.jpg,225.9126,226.6875,231.5654,90.1317,1.006,-2.2854,14.262
OpenFoodFacts,Bebidas,Kéfir natural sabor suave,https://images.openfoodfacts.org/images/products/843/654/777/0137/front_es.101.400.jpg,153.1811,145.9216,136.2594,59.9282,1.8884,5.8796,25.4611
OpenFoodFacts,Bebidas,Caobel,https://images.openfoodfacts.org/images/products/611/101/700/7013/front_en.5.400.jpg,104.5484,91.3924,79.0582,39.8646,4.6232,10.2687,18.3541
OpenFoodFacts,Bebidas,Leben BELDI,https://images.openfoodfacts.org/images/products/611/112/600/1988/front_fr.36.400.jpg,122.4986,132.4452,115.1894,53.5874,-5.3865,9.4612,26.7024
OpenFoodFacts,Bebidas,41022,https://images.openfoodfacts.org/images/products/611/117/500/0741/front_ar.6.400.jpg,161.5761,120.7525,81.2924,53.6219,11.809,27.127,16.894
OpenFoodFacts,Bebidas,Shot de gingembre bio,https://images.openfoodfacts.org/images/products/405/648/902/8109/front_en.335.400.jpg,128.877,118.2266,104.7628,49.6675,1.8668,9.261,20.5189
OpenFoodFacts,Bebidas,Oulmès eau minerale naturellement gazeuse,https://images.openfoodfacts.org/images/products/611/103/500/1024/front_fr.15.400.jpg,135.1174,106.7445,113.7147,48.0669,13.4167,1.7012,20.7538
OpenFoodFacts,Bebidas,Avoine sans sucres,https://images.openfoodfacts.org/images/products/322/982/080/1087/front_fr.55.400.jpg,190.3628,211.1895,187.1851,82.9774,-7.9182,9.6952,16.8493
OpenFoodFacts,Bebidas,Kéfir Nature,https://images.openfoodfacts.org/images/products/611/112/600/5894/front_lb.5.400.jpg,147.4959,170.4053,184.7725,68.3843,-2.9803,-9.3653,21.853
OpenFoodFacts,Bebidas,Coca Cola,https://images.openfoodfacts.org/images/products/000/004/210/5220/front_en.54.400.jpg,129.925,103.8451,94.5127,45.9428,9.8103,10.2105,24.4081
OpenFoodFacts,Bebidas,Press Up moyen,https://images.openfoodfacts.org/images/products/611/124/210/7366/front_en.14.400.jpg,140.9836,143.5604,127.098,59.0577,-1.5011,8.9962,19.1511
OpenFoodFacts,Bebidas,Café moulu pur arabica des petits producteurs,https://images.openfoodfacts.org/images/products/318/757/001/5447/front_fr.108.400.jpg,129.3495,101.0677,93.4382,45.3421,10.7065,10.4303,23.5082
OpenFoodFacts,Bebidas,Cappy pulpy,https://images.openfoodfacts.org/images/products/000/009/038/2383/front_fr.15.400.jpg,155.39,142.6956,102.4214,59.0017,-0.9215,22.8014,19.828
OpenFoodFacts,Bebidas,Soyamilch,https://images.openfoodfacts.org/images/products/541/118/811/5472/front_en.253.400.jpg,169.8835,160.8314,143.5593,66.1934,1.4962,9.9091,17.686
OpenFoodFacts,Bebidas,Grand Arôme moins de sucre,https://images.openfoodfacts.org/images/products/366/434/631/5371/front_en.75.400.jpg,177.5639,131.5399,83.7614,60.1311,19.5467,30.5839,22.6606
OpenFoodFacts,Bebidas,Ciel 50cl,https://images.openfoodfacts.org/images/products/544/900/013/5544/front_ar.4.400.jpg,78.6893,82.941,87.0962,34.8187,1.708,-2.3349,18.2952
OpenFoodFacts,Bebidas,Coca-Cola original taste,https://images.openfoodfacts.org/images/products/000/009/033/8243/front_fr.71.400.jpg,131.2659,87.2923,79.6689,42.0059,16.2267,13.6164,24.8514
OpenFoodFacts,Bebidas,Épeautre noisette,https://images.openfoodfacts.org/images/products/322/982/078/3338/front_fr.193.400.jpg,188.7771,175.2509,132.2996,71.7212,0.4362,23.4603,19.3639
OpenFoodFacts,Bebidas,Rich and indulgent Hazelnut,https://images.openfoodfacts.org/images/products/541/118/811/0842/front_en.304.400.jpg,106.5093,84.7025,65.3554,37.7856,6.7454,15.0365,12.6237
OpenFoodFacts,Bebidas,Benco Original,https://images.openfoodfacts.org/images/products/303/447/000/3107/front_en.170.400.jpg,165.0538,139.1418,148.7843,60.7521,15.306,0.265,28.022
OpenFoodFacts,Bebidas,PET 1.75L COCA,https://images.openfoodfacts.org/images/products/500/011/261/1861/front_fr.166.400.jpg,90.165,64.9732,53.6337,29.5885,8.3848,11.7976,28.2159
OpenFoodFacts,Bebidas,AQUAFINA,https://images.openfoodfacts.org/images/products/611/125/242/2008/front_en.4.400.jpg,63.3863,74.5489,136.6247,33.9108,18.4886,-35.4456,23.7623
OpenFoodFacts,Bebidas,Coca-Cola goût original,https://images.openfoodfacts.org/images/products/544/900/026/7412/front_en.94.400.jpg,185.7103,109.1362,99.0493,55.8941,29.0587,23.8048,31.8251
OpenFoodFacts,Bebidas,Bio Hafer,https://images.openfoodfacts.org/images/products/405/648/999/7511/front_de.92.400.jpg,163.7801,148.6502,129.4654,62.26,3.3913,12.8693,16.7312
OpenFoodFacts,Bebidas,Acyl,https://images.openfoodfacts.org/images/products/611/127/359/0021/front_fr.4.400.jpg,155.8554,146.0062,142.0428,61.3811,6.4616,3.7126,18.1475
OpenFoodFacts,Bebidas,Aïn Ifran Eau minérale naturelle,https://images.openfoodfacts.org/images/products/611/125/142/0272/front_en.23.400.jpg,119.7561,128.0351,139.3278,53.1427,1.505,-7.1314,17.4246
OpenFoodFacts,Bebidas,Ice tea,https://images.openfoodfacts.org/images/products/316/893/017/0549/front_fr.36.400.jpg,201.7116,146.2291,80.174,65.8044,16.5816,40.9334,26.5702
OpenFoodFacts,Bebidas,"CRISTALINE Eau De Source Pétillante 1,5L",https://images.openfoodfacts.org/images/products/325/438/000/8430/front_fr.192.400.jpg,197.0501,212.2869,209.195,83.9277,-5.035,0.6123,16.048
OpenFoodFacts,Bebidas,Ain Atlas 33cl EAU MINÉRALE NATURELLE,https://images.openfoodfacts.org/images/products/611/103/500/1710/front_fr.47.400.jpg,87.6661,80.6319,88.4369,34.7237,5.11,-3.1177,18.6113
OpenFoodFacts,Bebidas,Dan up,https://images.openfoodfacts.org/images/products/611/103/200/4455/front_en.63.400.jpg,47.7875,42.9797,42.6088,18.0005,3.1605,1.5322,25.3287
OpenFoodFacts,Bebidas,Madonna,https://images.openfoodfacts.org/images/products/611/103/300/1507/front_fr.17.400.jpg,154.1477,104.3029,113.3742,49.8254,21.9472,4.3835,17.3291
OpenFoodFacts,Bebidas,NESQUIK Cacao,https://images.openfoodfacts.org/images/products/303/371/006/5967/front_en.472.400.jpg,156.1176,130.9359,78.8474,55.727,6.3451,28.1615,24.7353
OpenFoodFacts,Bebidas,Danone (zéro sucre ajouté zéro matière grasse),https://images.openfoodfacts.org/images/products/611/103/201/0128/front_fr.5.400.jpg,118.6641,113.1023,119.119,47.6442,4.2864,-2.2984,23.2295
OpenFoodFacts,Bebidas,Badoit 1 L PET,https://images.openfoodfacts.org/images/products/306/832/011/4453/front_de.106.400.jpg,238.3035,240.3612,238.116,94.3515,-1.1465,1.0604,17.4167
OpenFoodFacts,Bebidas,NESCAFÉ SPECIAL FILTRE L'Original Flacon de 200g,https://images.openfoodfacts.org/images/products/303/371/007/4525/front_en.196.400.jpg,105.4699,81.182,56.1572,35.8349,6.8125,18.4803,18.1231
OpenFoodFacts,Bebidas,Pago Ace - Orange - Carotte - Citron,https://images.openfoodfacts.org/images/products/900/251/560/1018/front_fr.66.400.jpg,151.2219,114.0691,60.6852,50.5204,9.4248,33.3597,25.7192
OpenFoodFacts,Bebidas,Banania Original - Cacao Céréales Touche De Banane & Miel,https://images.openfoodfacts.org/images/products/370/027/840/0881/front_fr.74.400.jpg,206.3817,173.5103,114.4053,73.189,8.8295,30.6261,24.6533
OpenFoodFacts,Bebidas,Leben JAOUDA,https://images.openfoodfacts.org/images/products/611/124/210/0022/front_fr.53.400.jpg,125.3033,126.5134,120.5782,52.2471,-0.6825,3.7039,21.189
OpenFoodFacts,Bebidas,Boisson Noisette,https://images.openfoodfacts.org/images/products/322/982/018/1424/front_en.199.400.jpg,201.105,205.3111,197.6152,81.9985,-0.7616,3.7742,18.751
OpenFoodFacts,Bebidas,Eau minerale,https://images.openfoodfacts.org/images/products/611/103/500/1383/front_fr.25.400.jpg,142.9024,136.3313,129.9214,56.7923,2.4555,4.7021,19.0652
OpenFoodFacts,Bebidas,Orangina,https://images.openfoodfacts.org/images/products/312/448/018/4344/front_en.104.400.jpg,152.8073,145.8175,142.3285,60.6502,6.0637,2.1706,25.2795
OpenFoodFacts,Bebidas,Sprite,https://images.openfoodfacts.org/images/products/544/900/001/5105/front_fr.4.400.jpg,117.8842,143.8015,59.2158,56.71,-19.5547,40.1353,15.7015
OpenFoodFacts,Bebidas,Eau de source naturelle La Source,https://images.openfoodfacts.org/images/products/611/127/180/0030/front_fr.12.400.jpg,106.4268,108.6581,106.6537,45.078,-0.8029,0.9301,18.5074
OpenFoodFacts,Bebidas,Schweppes citron 1l,https://images.openfoodfacts.org/images/products/544/900/033/4343/front_en.13.400.jpg,188.8613,181.0336,171.5997,73.922,1.8907,5.9172,14.4169
OpenFoodFacts,Bebidas,Raibi jamila,https://images.openfoodfacts.org/images/products/611/103/200/9870/front_en.7.400.jpg,136.6002,91.9803,89.474,44.097,17.9336,10.1107,14.005
OpenFoodFacts,Bebidas,saveur fruit rouge ice tea,https://images.openfoodfacts.org/images/products/611/125/242/2428/front_fr.34.400.jpg,133.16,105.5618,78.3096,46.1491,8.4435,18.8614,26.3687
OpenFoodFacts,Bebidas,fanta tops lemon 1.5l,https://images.openfoodfacts.org/images/products/544/900/013/2277/front_fr.4.400.jpg,114.1932,54.1391,49.1551,31.3446,23.9821,17.9105,24.3956
OpenFoodFacts,Bebidas,Lipton Peche ice tea,https://images.openfoodfacts.org/images/products/611/125/242/2411/front_en.16.400.jpg,138.7498,110.2378,83.1889,48.3082,8.5481,19.4961,26.0812
OpenFoodFacts,Bebidas,refresco de naranja,https://images.openfoodfacts.org/images/products/544/900/003/6889/front_ar.21.400.jpg,150.8122,110.6594,76.0571,50.0693,14.3123,23.682,21.4679
OpenFoodFacts,Bebidas,FuzeTea Thé glacé pêche intense,https://images.openfoodfacts.org/images/products/544/900/023/2311/front_fr.186.400.jpg,109.7906,118.9213,73.487,48.4564,-10.0124,24.025,17.6723
OpenFoodFacts,Bebidas,Avena Barista Edition,https://images.openfoodfacts.org/images/products/739/437/661/6709/front_en.58.400.jpg,136.3724,133.1492,130.3317,54.4789,0.711,2.0057,26.5424
OpenFoodFacts,Bebidas,RICORÉ® aux céréales et à la chicorée solubles Boîte 250g,https://images.openfoodfacts.org/images/products/303/371/000/3228/front_fr.202.400.jpg,221.3858,192.0401,143.5376,78.9704,6.1301,28.2443,23.6592
OpenFoodFacts,Bebidas,Soja nature sans sucre ajouté bio,https://images.openfoodfacts.org/images/products/322/982/001/9604/front_fr.225.400.jpg,173.5002,174.7175,147.9434,70.5128,-3.0143,13.6695,19.9135
OpenFoodFacts,Bebidas,Aïn Ifrane,https://images.openfoodfacts.org/images/products/611/125/142/0135/front_fr.42.400.jpg,114.5598,113.2095,104.8945,46.87,0.1468,4.8615,22.1948
OpenFoodFacts,Bebidas,Vip crema gold,https://images.openfoodfacts.org/images/products/611/125/047/3453/front_en.13.400.jpg,94.7351,74.8822,61.2834,32.9098,6.5631,11.495,17.3197
OpenFoodFacts,Bebidas,Avoine,https://images.openfoodfacts.org/images/products/324/541/345/1804/front_fr.130.400.jpg,174.8204,163.4245,137.7941,67.4521,0.7074,15.1071,14.3974
OpenFoodFacts,Bebidas,Chicoree soluble nature bio 100g,https://images.openfoodfacts.org/images/products/306/714/003/7898/front_fr.137.400.jpg,149.3191,120.913,114.4002,53.7411,10.5739,9.9115,22.6376
OpenFoodFacts,Bebidas,Eau,https://images.openfoodfacts.org/images/products/611/124/836/0116/front_en.5.400.jpg,72.7652,87.1005,92.1188,34.3773,-2.6877,-4.0507,29.8226
OpenFoodFacts,Bebidas,vitalya,https://images.openfoodfacts.org/images/products/611/103/550/3115/front_fr.32.400.jpg,117.2891,119.5926,129.1373,49.5994,2.4644,-5.5523,22.7429
OpenFoodFacts,Bebidas,"NESCAFÉ NES, Café Soluble, Boîte de 200g",https://images.openfoodfacts.org/images/products/303/371/007/7274/front_fr.149.400.jpg,100.8869,96.6383,81.0663,38.5962,-0.1326,7.8585,34.6799
OpenFoodFacts,Bebidas,عصري بناشي,https://images.openfoodfacts.org/images/products/611/103/200/2970/front_fr.63.400.jpg,127.4659,113.5172,114.8164,49.3957,8.0824,2.4328,20.0499
OpenFoodFacts,Bebidas,Asta,https://images.openfoodfacts.org/images/products/611/110/100/1361/front_en.18.400.jpg,114.0742,91.2851,75.3268,40.1907,7.4801,13.4994,20.5445
OpenFoodFacts,Bebidas,شاي النسمة,https://images.openfoodfacts.org/images/products/611/124/364/0831/front_en.19.400.jpg,98.3146,83.8252,53.4252,34.7057,2.3057,17.7634,27.9273
OpenFoodFacts,Bebidas,"Nestlé, Nestlé Waters, Vittel - eau minerale",https://images.openfoodfacts.org/images/products/761/303/624/9928/front_fr.493.400.jpg,218.2833,200.0603,211.5047,84.3117,8.465,0.915,18.9257
OpenFoodFacts,Bebidas,Natural Coconut Cream,https://images.openfoodfacts.org/images/products/888/630/321/0207/front_en.110.400.jpg,128.778,134.7487,139.0235,55.2787,1.0419,-2.5899,25.9874
