fuente,categoria,nombre,imagen_url,mean_R,mean_G,mean_B,mean_L,mean_a,mean_b,contrast_L
OpenFoodFacts,Agua,Levissima Aqua Naturale,https://images.openfoodfacts.org/images/products/000/008/001/5529/front_it.3.400.jpg,153.3576,157.7866,158.3741,64.4349,-1.2895,-0.8627,13.4749
OpenFoodFacts,Agua,acqua minerale frizzante,https://images.openfoodfacts.org/images/products/801/759/605/6399/front_it.14.400.jpg,120.6528,127.8227,148.4483,52.7557,4.5225,-12.9443,25.96
OpenFoodFacts,Agua,Agua mineral natural de mineralización muy débil,https://images.openfoodfacts.org/images/products/841/012/816/0319/front_es.5.400.jpg,105.9884,117.7824,122.4311,49.1192,-1.0031,-2.9303,13.4524
OpenFoodFacts,Agua,Agua Mineral Natural,https://images.openfoodfacts.org/images/products/848/001/726/9959/front_es.60.400.jpg,134.9874,124.0058,113.6087,51.6509,2.7722,7.1716,24.3923
OpenFoodFacts,Agua,Bisleri Water 250ml,https://images.openfoodfacts.org/images/products/890/601/729/0026/front_en.23.400.jpg,109.3767,125.8473,116.1012,51.4376,-4.0151,4.1507,20.3133
OpenFoodFacts,Agua,Aïn Saiss finement pétillante,https://images.openfoodfacts.org/images/products/611/112/800/0378/front_fr.4.400.jpg,102.5958,118.693,107.426,47.1945,-7.6188,4.601,28.8113
OpenFoodFacts,Agua,EAU MINERALE naturelle,https://images.openfoodfacts.org/images/products/306/832/012/1581/front_fr.4.400.jpg,134.0335,133.5199,94.0182,54.5746,-5.3122,21.5156,18.6959
OpenFoodFacts,Agua,Agua mineral natural,https://images.openfoodfacts.org/images/products/841/449/396/0024/front_es.49.400.jpg,107.0523,100.7061,97.4992,42.4137,2.1203,3.2011,23.0644
OpenFoodFacts,Agua,Quézac Intense,https://images.openfoodfacts.org/images/products/366/432/001/1596/front_fr.3.400.jpg,157.5338,162.9185,161.1084,66.1811,-2.028,0.2807,15.2599
OpenFoodFacts,Agua,Natural mineral water,https://images.openfoodfacts.org/images/products/477/040/522/6973/front_lt.8.400.jpg,110.8864,111.0589,92.5281,45.6784,-1.26,10.3218,23.9267
OpenFoodFacts,Agua,натурална минерална вода,https://images.openfoodfacts.org/images/products/380/001/864/3285/front_en.29.400.jpg,81.0637,130.9603,140.1063,51.2899,-13.0765,-10.0142,18.3897
OpenFoodFacts,Agua,Mg eau minerale naturel,https://images.openfoodfacts.org/images/products/200/605/005/9690/front_fr.3.400.jpg,117.8487,107.311,101.0995,45.6543,4.6616,5.2904,21.5922
OpenFoodFacts,Agua,Eau Supermont,https://images.openfoodfacts.org/images/products/085/314/800/3002/front_fr.47.400.jpg,100.7674,75.6139,71.8898,34.6341,10.5688,7.4175,17.2419
OpenFoodFacts,Agua,Zambia Bing Cherry,https://images.openfoodfacts.org/images/products/081/369/402/6672/front_en.19.400.jpg,141.451,127.7272,117.2128,53.4821,4.1007,8.0148,24.7846
OpenFoodFacts,Agua,Acqua naturale,https://images.openfoodfacts.org/images/products/802/045/800/0553/front_it.8.400.jpg,153.1684,155.1347,149.9351,63.6781,-1.3174,2.8168,12.1957
OpenFoodFacts,Agua,Acqua Panna,https://images.openfoodfacts.org/images/products/800/081/530/3206/front_en.12.400.jpg,108.039,105.0777,91.8833,43.6365,-0.9961,7.9508,19.1573
OpenFoodFacts,Agua,Eau minérale naturelle,https://images.openfoodfacts.org/images/products/042/543/500/0027/front_fr.5.400.jpg,177.7035,159.7063,146.6149,66.7315,6.1473,9.7171,20.4894
OpenFoodFacts,Agua,BLACK RASPBERRY Flavored Sparkling Water,https://images.openfoodfacts.org/images/products/001/657/191/0303/front_en.50.400.jpg,139.5036,125.4176,114.9882,53.2145,3.8142,8.3285,20.0873
OpenFoodFacts,Agua,"Volvic naturelle 1,0 L EW",https://images.openfoodfacts.org/images/products/305/764/018/3843/front_de.26.400.jpg,180.3166,208.4455,201.9471,81.4414,-9.7797,0.9221,19.7533
OpenFoodFacts,Agua,"VERNIERE Eau Minérale Naturelle Finement Pétillante 1,25 L",https://images.openfoodfacts.org/images/products/327/408/009/0016/front_fr.75.400.jpg,204.9827,217.1647,211.2911,85.4838,-4.7089,1.7384,16.5555
OpenFoodFacts,Agua,Eau minérale naturelle gazéifiée,https://images.openfoodfacts.org/images/products/356/470/059/0461/front_en.53.400.jpg,93.6177,105.06,98.9202,42.4764,-5.8569,2.4842,22.2241
OpenFoodFacts,Agua,Mineralwasser,https://images.openfoodfacts.org/images/products/438/881/005/7657/front_de.66.400.jpg,198.3065,213.2444,228.4765,84.2568,-0.2238,-9.6967,22.5903
OpenFoodFacts,Agua,Água Mineral Natural,https://images.openfoodfacts.org/images/products/560/131/422/5209/front_pt.43.400.jpg,153.709,152.8133,156.011,63.2272,1.3107,-1.4486,11.3531
OpenFoodFacts,Agua,Acqua naturale,https://images.openfoodfacts.org/images/products/800/841/700/1063/front_it.25.400.jpg,201.6103,224.7266,237.4082,88.0623,-4.5079,-8.7689,13.039
OpenFoodFacts,Agua,Agua mineral natural,https://images.openfoodfacts.org/images/products/842/088/702/1509/front_es.31.400.jpg,131.1469,117.4379,120.8968,50.2725,6.9005,0.9639,21.6738
OpenFoodFacts,Agua,Coconut Water,https://images.openfoodfacts.org/images/products/933/624/300/3166/front_en.63.400.jpg,129.0362,112.9974,100.0169,48.2627,5.4504,10.0271,20.8771
OpenFoodFacts,Agua,Água Mineral Natural Gaseificada Original,https://images.openfoodfacts.org/images/products/560/160/315/0045/front_pt.16.400.jpg,145.3013,118.6712,108.1261,52.9522,9.0559,12.8677,22.7159
OpenFoodFacts,Agua,"Morshynska, 0,5",https://images.openfoodfacts.org/images/products/482/001/700/0062/front_en.13.400.jpg,155.6808,147.5748,145.6661,61.6295,3.12,2.3532,13.8239
OpenFoodFacts,Agua,Agua Mineral,https://images.openfoodfacts.org/images/products/002/113/601/0541/front_en.15.400.jpg,153.738,122.1835,86.1439,53.4516,8.572,23.1976,19.2349
OpenFoodFacts,Agua,Guizza Acqua naturale,https://images.openfoodfacts.org/images/products/802/326/300/0176/front_en.9.400.jpg,130.9402,100.6831,76.7239,44.6903,9.9106,18.7495,19.0794
OpenFoodFacts,Agua,Żywiec Zdrój Gaz 1.5l,https://images.openfoodfacts.org/images/products/590/054/100/0017/front_fr.12.400.jpg,135.2944,141.0659,145.4771,58.2939,-0.051,-2.0376,20.0659
OpenFoodFacts,Agua,Bottled Drinking Water,https://images.openfoodfacts.org/images/products/001/200/000/2090/front_en.20.400.jpg,127.0343,120.4478,121.0057,50.517,4.0502,1.079,22.1474
OpenFoodFacts,Agua,La salvetat clémentine,https://images.openfoodfacts.org/images/products/306/832/012/3486/front_fr.46.400.jpg,133.6462,124.1159,106.0677,52.0571,1.905,10.6282,19.077
OpenFoodFacts,Agua,Натурална минерална вода,https://images.openfoodfacts.org/images/products/380/005/170/0020/front_bg.23.400.jpg,109.0952,127.6125,147.5951,53.017,1.7483,-12.0614,17.2389
OpenFoodFacts,Agua,Coca cola Original Taste 300ml can,https://images.openfoodfacts.org/images/products/890/176/401/1252/front_en.5.400.jpg,131.6103,87.0863,79.6863,42.9491,15.3459,14.7467,21.6861
OpenFoodFacts,Agua,boni Natuurlijk Mineraalwater 1.5L,https://images.openfoodfacts.org/images/products/540/014/142/0067/front_nl.28.400.jpg,221.5029,227.6082,232.6767,90.071,-0.0492,-3.2117,13.9608
OpenFoodFacts,Agua,Acqua,https://images.openfoodfacts.org/images/products/544/900/024/5021/front_en.14.400.jpg,141.9609,151.9161,163.8612,62.3266,1.1203,-7.0032,17.2631
OpenFoodFacts,Agua,Mineralwasser Naturell,https://images.openfoodfacts.org/images/products/406/145/825/2690/front_de.36.400.jpg,147.1915,148.7703,139.7247,60.9436,-1.3466,5.0502,18.4438
OpenFoodFacts,Agua,Natuurlijk Mineraalwater,https://images.openfoodfacts.org/images/products/000/002/038/3282/front_nl.9.400.jpg,124.7713,127.3896,130.4905,52.6778,0.3172,-1.7835,19.6775
OpenFoodFacts,Agua,Dada litchi,https://images.openfoodfacts.org/images/products/370/070/370/0517/front_en.27.400.jpg,161.5962,135.1151,125.7412,58.2696,9.252,9.7898,22.0319
OpenFoodFacts,Agua,Mirinda,https://images.openfoodfacts.org/images/products/890/208/020/4021/front_en.4.400.jpg,160.9958,122.2179,99.9063,55.5652,14.3175,19.1955,13.4022
OpenFoodFacts,Agua,Water,https://images.openfoodfacts.org/images/products/560/075/681/9069/front_pt.6.400.jpg,129.773,122.2968,120.9178,51.9442,4.6139,2.746,18.8791
OpenFoodFacts,Agua,Натурална минерална вода - Газирана,https://images.openfoodfacts.org/images/products/380/000/060/2726/front_bg.13.400.jpg,81.7057,116.0556,115.9217,45.697,-9.326,-4.2539,23.7496
OpenFoodFacts,Agua,Vittel Recharge + Goût Fruits Rouges,https://images.openfoodfacts.org/images/products/844/529/056/3699/front_fr.11.400.jpg,215.4487,194.1745,197.2348,81.0141,8.4446,4.075,23.4294
OpenFoodFacts,Agua,"Eau aromatisée saveur fraise sans sucres 1,5L",https://images.openfoodfacts.org/images/products/325/622/929/2642/front_fr.31.400.jpg,220.9365,210.3976,208.9179,85.5495,3.7196,3.1723,12.3867
OpenFoodFacts,Agua,Raspberry Nectarine Sparkling Water,https://images.openfoodfacts.org/images/products/081/921/502/2727/front_en.48.400.jpg,134.7841,113.2167,100.347,49.0007,7.6132,11.1601,20.9113
OpenFoodFacts,Agua,Gerolsteiner Wasser Medium Kiste Medium mit wenig Kohlensäure (türkis) 12x1l 0.50€ ( Angebot ) 5.99€ + Pfand 3.30€,https://images.openfoodfacts.org/images/products/400/151/300/0620/front_de.66.400.jpg,82.5101,88.52,86.0664,35.8276,-2.2927,0.8815,26.5785
OpenFoodFacts,Agua,Lemonjito,https://images.openfoodfacts.org/images/products/844/529/104/5972/front_fr.3.400.jpg,180.8453,181.9801,161.0519,72.5478,-3.5826,10.4568,25.8144
OpenFoodFacts,Agua,apa vitamine Ca,https://images.openfoodfacts.org/images/products/594/232/820/1149/front_ro.27.400.jpg,144.9488,139.0604,132.3177,58.0535,1.4679,4.6137,12.3596
OpenFoodFacts,Agua,Evian 50cl PET,https://images.openfoodfacts.org/images/products/306/832/035/3500/front_en.30.400.jpg,156.2363,126.8326,125.646,55.7849,11.8704,5.7651,19.9197
OpenFoodFacts,Agua,Eau pétillante,https://images.openfoodfacts.org/images/products/064/343/583/3272/front_fr.3.400.jpg,121.7058,131.3032,120.6939,53.2374,-4.9215,5.4292,22.2461
OpenFoodFacts,Agua,Vittel fruité,https://images.openfoodfacts.org/images/products/844/529/159/9109/front_fr.3.400.jpg,148.3901,121.5208,107.6833,53.9093,8.5369,12.7133,13.6729
OpenFoodFacts,Agua,Voss Vann Sparkling 800ml,https://images.openfoodfacts.org/images/products/068/243/061/1768/front_en.36.400.jpg,184.0556,185.1685,188.6147,73.4087,0.3734,-2.1227,34.1087
OpenFoodFacts,Agua,Eau minérale gazeuse à l'arôme naturel d'Agrumes,https://images.openfoodfacts.org/images/products/325/039/243/6124/front_fr.46.400.jpg,146.5812,140.5962,140.4325,58.6804,2.4531,1.1252,15.3909
OpenFoodFacts,Agua,Eau de source cristaline,https://images.openfoodfacts.org/images/products/325/438/101/1163/front_fr.39.400.jpg,117.259,117.7142,118.3118,48.8635,1.244,-0.2217,20.7582
OpenFoodFacts,Agua,Eau de source de montagne d'auvergne,https://images.openfoodfacts.org/images/products/327/019/011/6912/front_fr.28.400.jpg,214.7547,226.3387,220.7847,88.9416,-4.4581,1.5505,13.8534
OpenFoodFacts,Agua,Eau minérale naturelle source Amanda,https://images.openfoodfacts.org/images/products/356/470/049/6886/front_fr.25.400.jpg,174.2233,153.5038,139.6351,64.8567,6.0029,10.5699,14.2656
OpenFoodFacts,Agua,Eau Minérale Naturelle Pétillante,https://images.openfoodfacts.org/images/products/346/857/011/6700/front_fr.36.400.jpg,152.1561,165.0048,153.2476,66.7509,5.3578,-0.896,32.0205
OpenFoodFacts,Agua,Jana,https://images.openfoodfacts.org/images/products/385/888/460/0062/front_hr.43.400.jpg,145.7932,142.7938,141.3645,59.9354,1.6909,2.9977,17.3869
OpenFoodFacts,Agua,Wasser naturell,https://images.openfoodfacts.org/images/products/400/590/600/3724/front_de.38.400.jpg,195.1684,205.7465,219.6341,82.193,0.3801,-8.0852,15.3889
OpenFoodFacts,Agua,Mineralwasser Classic,https://images.openfoodfacts.org/images/products/000/004/214/1150/front_de.31.400.jpg,147.9398,145.106,140.7875,59.5937,1.1713,2.3827,22.5442
OpenFoodFacts,Agua,Water,https://images.openfoodfacts.org/images/products/503/302/200/2269/front_fr.4.400.jpg,105.6689,100.1232,93.051,41.2715,1.2174,4.8224,28.502
OpenFoodFacts,Agua,Still water,https://images.openfoodfacts.org/images/products/761/303/121/4839/front_en.25.400.jpg,152.8375,154.9369,142.2011,63.1256,-1.1855,6.4222,21.322
OpenFoodFacts,Agua,Agua mineral natural,https://images.openfoodfacts.org/images/products/841/333/401/5169/front_es.23.400.jpg,135.7179,176.8879,190.6996,69.9008,-7.4327,-11.2632,17.1719
OpenFoodFacts,Agua,Agua mineral natural con gas,https://images.openfoodfacts.org/images/products/842/088/713/1505/front_en.37.400.jpg,109.6041,127.1316,119.6395,51.4132,-7.4594,2.3375,16.0338
OpenFoodFacts,Agua,Stilles Mineralwasser,https://images.openfoodfacts.org/images/products/433/718/536/9964/front_de.12.400.jpg,165.2948,149.3575,153.9463,63.1554,7.0493,0.202,16.1603
OpenFoodFacts,Agua,Eau plate,https://images.openfoodfacts.org/images/products/541/049/900/1535/front_fr.13.400.jpg,165.3738,62.6539,40.5988,40.8819,39.3181,34.3255,18.6216
OpenFoodFacts,Agua,Agua mineral natural con gas,https://images.openfoodfacts.org/images/products/843/700/313/0502/front_es.12.400.jpg,151.2947,133.9843,120.5826,56.6685,4.9213,10.4473,21.0804
OpenFoodFacts,Agua,Mineralwasser Still,https://images.openfoodfacts.org/images/products/000/004/237/6118/front_de.18.400.jpg,136.7707,192.6933,138.8522,73.3235,-27.3363,22.7789,17.6481
OpenFoodFacts,Agua,Eau mansoura,https://images.openfoodfacts.org/images/products/613/036/400/0058/front_fr.3.400.jpg,151.1522,142.4274,131.0945,59.3432,2.1974,7.5286,16.6716
OpenFoodFacts,Agua,Fuentevera,https://images.openfoodfacts.org/images/products/841/236/100/1336/front_es.3.400.jpg,158.6751,162.5717,165.2571,66.4598,-0.5297,-1.8171,11.6457
OpenFoodFacts,Agua,Sprudel / Mineralwasser,https://images.openfoodfacts.org/images/products/406/145/825/2676/front_de.3.400.jpg,135.3804,131.628,128.1175,54.3645,1.6351,2.3957,23.6876
OpenFoodFacts,Agua,Séo,https://images.openfoodfacts.org/images/products/071/053/519/3459/front_fr.3.400.jpg,142.7622,142.2318,149.3967,58.7702,4.0676,-4.3223,23.8487
OpenFoodFacts,Agua,L’eau neuve,https://images.openfoodfacts.org/images/products/376/032/285/0185/front_en.4.400.jpg,122.7545,118.9422,97.1762,49.267,-2.1464,12.7899,18.6012
OpenFoodFacts,Agua,Eau de source saveur pêche,https://images.openfoodfacts.org/images/products/325/622/929/2635/front_fr.31.400.jpg,221.8933,212.4081,199.738,85.6365,2.3931,7.5465,10.9048
OpenFoodFacts,Agua,Morshinska carbogazoasă 1.5L,https://images.openfoodfacts.org/images/products/482/001/700/0055/front_ru.3.400.jpg,197.7775,179.6261,169.9634,74.3542,6.0194,7.1756,14.8777
OpenFoodFacts,Agua,Perrier,https://images.openfoodfacts.org/images/products/861/304/057/9102/front_fr.5.400.jpg,127.0818,120.8581,114.8036,49.71,1.6943,4.8028,29.2621
OpenFoodFacts,Agua,Eau minerale naturelle,https://images.openfoodfacts.org/images/products/618/600/045/5102/front_fr.23.400.jpg,153.1931,152.0439,155.0677,62.8173,1.5225,-1.3548,14.0573
OpenFoodFacts,Agua,Acqua PANNA Toscana,https://images.openfoodfacts.org/images/products/800/081/597/5250/front_fr.3.400.jpg,160.3422,150.6641,137.908,62.3584,1.5278,8.1312,18.6128
OpenFoodFacts,Agua,Acqua Frizzante,https://images.openfoodfacts.org/images/products/000/008/000/7838/front_it.30.400.jpg,103.3558,143.8726,168.7554,57.0298,-3.0471,-17.1047,30.0509
OpenFoodFacts,Agua,Eau minérale naturelle de citron verdelli de Sicile,https://images.openfoodfacts.org/images/products/306/832/012/3455/front_fr.30.400.jpg,165.1188,161.436,109.7069,65.4947,-4.5739,25.7421,18.7391
OpenFoodFacts,Agua,apă minerala,https://images.openfoodfacts.org/images/products/594/232/100/0688/front_en.3.400.jpg,120.8647,129.5459,138.5948,53.0486,-0.0747,-5.7578,24.2368
OpenFoodFacts,Agua,Evian Spring Water Natural,https://images.openfoodfacts.org/images/products/007/929/800/0078/front_fr.19.400.jpg,124.3221,116.633,125.5814,49.3987,5.4084,-4.1554,19.9468
OpenFoodFacts,Agua,Volvic Juicy Exotic 50cl PET,https://images.openfoodfacts.org/images/products/305/764/042/2768/front_fr.38.400.jpg,132.9442,107.2609,72.0819,46.3319,6.5241,22.7345,23.3368
OpenFoodFacts,Agua,St Amand Eau Minérale Naturelle 1L,https://images.openfoodfacts.org/images/products/316/285/014/1665/front_fr.8.400.jpg,165.9089,134.8425,113.3098,58.4918,9.6997,16.1212,16.6083
OpenFoodFacts,Agua,Eau minerale naturelle des alpes,https://images.openfoodfacts.org/images/products/324/541/422/8764/front_fr.44.400.jpg,222.5896,228.5277,232.6625,90.356,-0.9492,-2.6771,10.9804
OpenFoodFacts,Agua,CRISTALINE Eau de Source Aromatisée saveur Citron 1L5,https://images.openfoodfacts.org/images/products/325/438/101/3518/front_fr.46.400.jpg,205.1911,208.0746,209.9094,83.2327,0.7755,-1.7891,15.8727
OpenFoodFacts,Agua,"Boisson à base d'eau de source arômatisée citron-citron vert sans sucre 1,5L",https://images.openfoodfacts.org/images/products/325/622/006/0295/front_fr.57.400.jpg,220.4948,220.7375,207.1215,87.6861,-1.6635,6.4395,10.0286
OpenFoodFacts,Agua,Eau de source de montagne - Source Pyrénéa,https://images.openfoodfacts.org/images/products/359/671/038/7762/front_fr.106.400.jpg,206.9535,218.5043,231.6354,86.7455,-0.5057,-7.5149,14.9148
OpenFoodFacts,Agua,Black Forest Still,https://images.openfoodfacts.org/images/products/410/476/040/1865/front_en.25.400.jpg,163.4759,145.4615,122.2546,60.9868,2.9787,14.8733,16.2185
OpenFoodFacts,Agua,Mineralwasser Still,https://images.openfoodfacts.org/images/products/000/004/227/0171/front_de.39.400.jpg,95.1116,123.0524,88.6002,48.2124,-16.1849,15.9027,22.5621
OpenFoodFacts,Agua,Akvilė,https://images.openfoodfacts.org/images/products/477/040/522/7024/front_en.3.400.jpg,136.5116,140.9566,141.8152,57.8732,1.5161,-1.0854,23.8815
OpenFoodFacts,Agua,Mineral Water,https://images.openfoodfacts.org/images/products/486/001/900/1414/front_en.9.400.jpg,156.5336,151.2663,131.7022,62.0665,-1.0749,11.2307,18.5017
OpenFoodFacts,Agua,Eau minérale naturelle pétillante,https://images.openfoodfacts.org/images/products/540/014/112/3753/front_nl.35.400.jpg,124.9132,121.3655,118.2651,50.8511,0.9409,2.4038,15.5848
OpenFoodFacts,Agua,Safa Makkah Water,https://images.openfoodfacts.org/images/products/628/110/006/6552/front_en.16.400.jpg,150.8086,137.1651,128.5176,57.9182,4.7489,6.5975,18.6787
OpenFoodFacts,Agua,Masafi,https://images.openfoodfacts.org/images/products/629/100/100/0029/front_en.9.400.jpg,210.8434,217.2117,223.9716,86.2023,0.3032,-4.1599,19.8605
OpenFoodFacts,Agua,Antioxidant - Pfirsichgeschmack,https://images.openfoodfacts.org/images/products/735/004/271/6371/front_de.36.400.jpg,146.075,117.8835,99.6299,51.1273,8.5028,14.2635,20.9627
OpenFoodFacts,Agua,S. Pellegrino,https://images.openfoodfacts.org/images/products/800/227/001/5380/front_en.5.400.jpg,151.0673,120.0564,93.7436,52.4539,8.5813,19.3221,19.0732
OpenFoodFacts,Agua,Perrier,https://images.openfoodfacts.org/images/products/761/303/692/6461/front_fr.11.400.jpg,97.2138,132.7422,110.2562,51.7496,-16.6142,8.944,22.9814
OpenFoodFacts,Agua,San Pellegrino,https://images.openfoodfacts.org/images/products/800/227/001/1054/front_en.18.400.jpg,101.0113,121.9801,119.232,48.5819,-5.898,0.3381,28.6251
OpenFoodFacts,Agua,Xxx zero agua saborizada,https://images.openfoodfacts.org/images/products/078/616/200/2969/front_en.46.400.jpg,131.9916,125.8782,129.1981,52.1568,3.7445,-0.8378,27.0906
OpenFoodFacts,Agua,Purified Water minerals added for tasted,https://images.openfoodfacts.org/images/products/409/910/009/4572/front_en.16.400.jpg,141.6307,135.0798,130.6045,56.6242,3.3362,4.0224,18.3101
OpenFoodFacts,Agua,Mountain Mineral Water,https://images.openfoodfacts.org/images/products/899/600/160/0269/front_en.8.400.jpg,159.523,163.2253,163.3845,66.7729,-0.9165,-0.3587,10.7782
OpenFoodFacts,Agua,Fresca Sparkling Soda Water Grapefruit Citrus,https://images.openfoodfacts.org/images/products/004/900/000/2485/front_en.44.400.jpg,133.8314,122.65,110.694,51.6391,3.368,8.5065,21.6122
OpenFoodFacts,Agua,Agua con gas,https://images.openfoodfacts.org/images/products/841/154/721/2726/front_es.12.400.jpg,95.9219,141.3234,189.9343,56.8958,3.8526,-29.972,29.7914
OpenFoodFacts,Agua,75cl,https://images.openfoodfacts.org/images/products/615/600/026/4042/front_en.7.400.jpg,93.5945,92.1671,95.6837,39.1284,2.5795,-1.2764,15.0896
OpenFoodFacts,Agua,Eau minérale naturelle des alpes,https://images.openfoodfacts.org/images/products/405/648/949/4492/front_fr.3.400.jpg,150.4879,123.1616,119.6182,53.8791,10.5181,6.964,21.338
OpenFoodFacts,Agua,Rosa,https://images.openfoodfacts.org/images/products/544/900/015/5023/front_fr.7.400.jpg,123.222,123.9549,117.5229,51.4846,-0.7877,3.3489,15.5271
OpenFoodFacts,Agua,Primavera woda niegazowana,https://images.openfoodfacts.org/images/products/590/397/839/6357/front_pl.11.400.jpg,136.4995,144.2809,141.6617,58.8783,-3.1725,0.5531,15.3577
OpenFoodFacts,Agua,Raspberry infused sparkling water,https://images.openfoodfacts.org/images/products/506/048/973/0077/front_en.3.400.jpg,135.4098,136.873,157.8248,57.0547,5.8561,-11.6915,21.8039
OpenFoodFacts,Agua,מים מינרליים,https://images.openfoodfacts.org/images/products/729/001/905/6942/front_he.11.400.jpg,45.8823,77.4924,111.1052,31.7555,3.9848,-20.3239,32.4831
OpenFoodFacts,Agua,INTENSÉMENT PÉTILLANTE Saveur Citron,https://images.openfoodfacts.org/images/products/356/007/145/3268/front_fr.12.400.jpg,114.7806,101.982,93.9527,44.0693,4.5043,7.4941,21.6386
OpenFoodFacts,Agua,Eau minérale naturelle,https://images.openfoodfacts.org/images/products/405/648/997/0552/front_fr.3.400.jpg,149.4698,146.5251,128.9044,60.2022,-1.0585,9.7756,18.8944
OpenFoodFacts,Agua,"erikli 0,5 su",https://images.openfoodfacts.org/images/products/869/079/302/0068/front_tr.3.400.jpg,135.0931,141.4053,145.6819,57.9598,-0.2539,-2.7469,19.1447
OpenFoodFacts,Agua,Acqua minerale naturale frizzante,https://images.openfoodfacts.org/images/products/000/008/058/2533/front_it.27.400.jpg,74.78,96.9113,110.9176,39.7019,-3.4692,-10.2444,13.753
OpenFoodFacts,Agua,Vitamin Aqua Focus B+,https://images.openfoodfacts.org/images/products/594/232/820/1170/front_en.3.400.jpg,157.0593,129.7055,127.2202,57.0253,11.0062,7.579,21.6035
OpenFoodFacts,Agua,Devin,https://images.openfoodfacts.org/images/products/380/000/060/2733/front_en.3.400.jpg,150.9336,151.0674,149.8393,62.0592,0.7821,0.8581,18.7555
OpenFoodFacts,Agua,water,https://images.openfoodfacts.org/images/products/000/005/949/2955/front_ro.7.400.jpg,139.6835,138.0135,131.7153,56.8491,0.066,3.7645,20.8166
OpenFoodFacts,Agua,Spa Reine,https://images.openfoodfacts.org/images/products/541/001/310/2502/front_en.3.400.jpg,170.4634,165.4816,161.3536,67.4369,1.4217,2.3884,22.9004
OpenFoodFacts,Agua,Barle Duc 2 Literwater,https://images.openfoodfacts.org/images/products/872/220/096/4518/front_en.7.400.jpg,69.1091,83.8112,90.9906,34.7258,-1.4956,-5.7243,13.6677
OpenFoodFacts,Agua,Maison Perrier France Chic Rosellini,https://images.openfoodfacts.org/images/products/844/529/104/5903/front_fr.8.400.jpg,98.2199,95.3629,98.086,39.9587,2.2054,-0.855,21.2699
OpenFoodFacts,Agua,Maden Suyu,https://images.openfoodfacts.org/images/products/869/281/300/5598/front_tr.3.400.jpg,121.9226,127.9866,112.2723,52.517,-4.9764,8.6542,19.5866
OpenFoodFacts,Agua,Apă minerală naturală plată Borsec,https://images.openfoodfacts.org/images/products/594/221/911/5906/front_ro.3.400.jpg,148.5685,155.9706,161.114,63.7147,-0.8376,-3.6041,14.6742
OpenFoodFacts,Agua,water,https://images.openfoodfacts.org/images/products/001/200/001/4338/front_en.25.400.jpg,92.421,98.8822,105.6861,41.1134,1.1379,-4.9912,19.1676
OpenFoodFacts,Agua,هیچ امتو,https://images.openfoodfacts.org/images/products/001/200/001/4383/front_ar.26.400.jpg,143.2166,122.4816,105.8846,51.4522,5.7996,12.0778,29.0488
OpenFoodFacts,Agua,Essentia water ionized alkaline bottled water,https://images.openfoodfacts.org/images/products/065/722/700/0339/front_en.14.400.jpg,178.4022,176.3003,176.5872,70.1267,0.8289,0.3429,38.8779
OpenFoodFacts,Agua,Eau minerale naturelle,https://images.openfoodfacts.org/images/products/325/039/087/6458/front_fr.21.400.jpg,150.3387,147.884,139.8442,60.6093,0.3058,4.6774,21.9771
OpenFoodFacts,Agua,"CAROLA Rouge Fortement Pétillante PET 1,25L",https://images.openfoodfacts.org/images/products/326/865/000/4053/front_fr.51.400.jpg,233.1344,226.8336,227.485,90.9311,2.6067,1.2987,11.0009
OpenFoodFacts,Agua,Eau de source de montagne d'auvergne,https://images.openfoodfacts.org/images/products/327/019/017/1058/front_fr.34.400.jpg,63.7292,105.457,88.2481,40.6016,-16.2863,4.7151,22.7088
OpenFoodFacts,Agua,Eau Minérale Naturelle des Alpes,https://images.openfoodfacts.org/images/products/356/470/014/0901/front_fr.26.400.jpg,207.7404,220.9431,235.5564,87.4708,-0.2775,-8.681,16.24
OpenFoodFacts,Agua,SAINT ANTONIN Eau Minérale Naturelle 6x1L,https://images.openfoodfacts.org/images/products/376/002/125/1191/front_fr.7.400.jpg,129.6067,167.3879,196.5116,67.0472,0.2406,-19.5659,24.2504
OpenFoodFacts,Agua,Żywiec Zdrój sport,https://images.openfoodfacts.org/images/products/590/054/100/1069/front_pl.35.400.jpg,104.4064,122.5776,125.668,49.9242,-4.0161,-2.9373,17.6466
OpenFoodFacts,Agua,农夫山泉,https://images.openfoodfacts.org/images/products/692/116/850/9256/front_en.3.400.jpg,142.8185,125.2939,119.2532,53.4905,5.8592,6.6397,22.2179
OpenFoodFacts,Agua,San Pellegrino 1l flaske,https://images.openfoodfacts.org/images/products/800/227/000/0218/front_en.31.400.jpg,158.681,198.2612,179.5961,76.7232,-15.8192,6.3075,22.4781
OpenFoodFacts,Agua,Nestlé Vera,https://images.openfoodfacts.org/images/products/800/520/010/6561/front_fr.21.400.jpg,92.2523,73.9228,63.0578,32.6888,6.715,9.8463,18.519
OpenFoodFacts,Agua,Acqua naturale,https://images.openfoodfacts.org/images/products/802/014/114/8005/front_it.11.400.jpg,176.5763,171.7822,154.5788,70.17,-1.2233,9.4871,7.4797
OpenFoodFacts,Agua,Agua mineral con gas grande,https://images.openfoodfacts.org/images/products/841/005/515/1022/front_es.41.400.jpg,186.1648,214.9709,201.776,83.1725,-11.843,4.411,24.7185
